Season,Week,Celebrity,Method,JudgeScore,EstFanVotePct,IsEliminated,ResultStatus,Confidence
2,6,Lisa Rinna,Rank,27.0,0.18213633952102576,False,Success,0.5514705882352942
2,6,Stacy Keibler,Rank,30.0,0.2729631945356814,False,Success,0.5514705882352942
2,6,Jerry Rice,Rank,23.0,0.29501233300466884,False,Success,0.5514705882352942
2,6,Drew Lachey,Rank,30.0,0.20071817782294984,False,Success,0.5514705882352942
2,7,Lisa Rinna,Rank,26.5,0.0898860071122652,True,Success,0.5565862708719852
2,7,Stacy Keibler,Rank,27.5,0.29564466129748357,False,Success,0.5565862708719852
2,7,Jerry Rice,Rank,20.5,0.37155878582330315,False,Success,0.5565862708719852
2,7,Drew Lachey,Rank,27.5,0.24291054576694784,False,Success,0.5565862708719852
2,8,Stacy Keibler,Rank,28.6665,0.3821689175848767,False,No Elimination,0.0
2,8,Jerry Rice,Rank,26.666600000000003,0.3279135092888371,False,No Elimination,0.0
2,8,Drew Lachey,Rank,28.9998,0.28991757312628624,False,No Elimination,0.0
3,1,Harry Hamlin,Percent,17.0,0.08420649878925963,False,Success,0.40705563093622793
3,1,Vivica A. Fox,Percent,22.0,0.08700035582167574,False,Success,0.40705563093622793
3,1,Monique Coleman,Percent,19.0,0.09965904075949751,False,Success,0.40705563093622793
3,1,Joey Lawrence,Percent,21.0,0.104876095608944,False,Success,0.40705563093622793
3,1,Mario Lopez,Percent,26.0,0.10790684643012334,False,Success,0.40705563093622793
3,1,Emmitt Smith,Percent,24.0,0.1269284698963869,False,Success,0.40705563093622793
3,1,Shanna Moakler,Percent,18.0,0.09825681858323684,False,Success,0.40705563093622793
3,1,Willa Ford,Percent,22.0,0.09531470092810639,False,Success,0.40705563093622793
3,1,Sara Evans,Percent,15.0,0.10430379782260694,False,Success,0.40705563093622793
3,1,Jerry Springer,Percent,16.0,0.07754442067127386,False,Success,0.40705563093622793
3,1,Tucker Carlson,Percent,12.0,0.014002954688888977,True,Success,0.40705563093622793
3,2,Harry Hamlin,Percent,21.0,0.11803743310916659,False,Success,0.09737098344693282
3,2,Vivica A. Fox,Percent,24.0,0.09520923943599532,False,Success,0.09737098344693282
3,2,Monique Coleman,Percent,26.0,0.09889467732168468,False,Success,0.09737098344693282
3,2,Joey Lawrence,Percent,29.0,0.09725026305233085,False,Success,0.09737098344693282
3,2,Mario Lopez,Percent,21.0,0.11565956259961536,False,Success,0.09737098344693282
3,2,Emmitt Smith,Percent,24.0,0.12012179773756264,False,Success,0.09737098344693282
3,2,Shanna Moakler,Percent,22.0,0.008702335126103548,True,Success,0.09737098344693282
3,2,Willa Ford,Percent,23.0,0.10571785089696141,False,Success,0.09737098344693282
3,2,Sara Evans,Percent,21.0,0.11983126849596748,False,Success,0.09737098344693282
3,2,Jerry Springer,Percent,19.0,0.1205755722246122,False,Success,0.09737098344693282
3,3,Harry Hamlin,Percent,22.0,0.008960440409223341,True,Success,0.18564356435643564
3,3,Vivica A. Fox,Percent,27.0,0.10589720250773473,False,Success,0.18564356435643564
3,3,Monique Coleman,Percent,27.0,0.11959609782898607,False,Success,0.18564356435643564
3,3,Joey Lawrence,Percent,22.0,0.12331989229421363,False,Success,0.18564356435643564
3,3,Mario Lopez,Percent,22.0,0.12961824441771733,False,Success,0.18564356435643564
3,3,Emmitt Smith,Percent,19.0,0.1617372783910021,False,Success,0.18564356435643564
3,3,Willa Ford,Percent,22.0,0.11658509575125471,False,Success,0.18564356435643564
3,3,Sara Evans,Percent,25.0,0.12006724217692652,False,Success,0.18564356435643564
3,3,Jerry Springer,Percent,21.0,0.1142185062229414,False,Success,0.18564356435643564
3,4,Vivica A. Fox,Percent,24.0,0.011877350367540817,True,Success,0.1366742596810934
3,4,Monique Coleman,Percent,24.0,0.1471400030584378,False,Success,0.1366742596810934
3,4,Joey Lawrence,Percent,27.0,0.13498817160011817,False,Success,0.1366742596810934
3,4,Mario Lopez,Percent,29.0,0.10646619850867213,False,Success,0.1366742596810934
3,4,Emmitt Smith,Percent,24.0,0.1683122874812338,False,Success,0.1366742596810934
3,4,Willa Ford,Percent,28.0,0.13693407333272647,False,Success,0.1366742596810934
3,4,Sara Evans,Percent,20.0,0.1586204789477321,False,Success,0.1366742596810934
3,4,Jerry Springer,Percent,22.0,0.1356614367035386,False,Success,0.1366742596810934
3,5,Monique Coleman,Percent,27.0,0.15938515438602355,False,Success,0.08878366380585972
3,5,Joey Lawrence,Percent,25.0,0.16998388379871515,False,Success,0.08878366380585972
3,5,Mario Lopez,Percent,27.0,0.14731840946175137,False,Success,0.08878366380585972
3,5,Emmitt Smith,Percent,27.0,0.18237047486486466,False,Success,0.08878366380585972
3,5,Willa Ford,Percent,27.0,0.017312133385341343,True,Success,0.08878366380585972
3,5,Sara Evans,Percent,24.0,0.17728456551024346,False,Success,0.08878366380585972
3,5,Jerry Springer,Percent,24.0,0.14634537859306002,False,Success,0.08878366380585972
3,6,Monique Coleman,Percent,23.0,0.17575890817494433,False,No Elimination,0.0
3,6,Joey Lawrence,Percent,24.0,0.16820830974201015,False,No Elimination,0.0
3,6,Mario Lopez,Percent,28.0,0.16529220540900533,False,No Elimination,0.0
3,6,Emmitt Smith,Percent,25.0,0.20629184935290423,False,No Elimination,0.0
3,6,Sara Evans,Percent,0.0,0.16399886594499596,False,No Elimination,0.0
3,6,Jerry Springer,Percent,18.0,0.12044986137613994,False,No Elimination,0.0
3,7,Monique Coleman,Percent,27.0,0.14714054122160716,False,Success,0.17094017094017094
3,7,Joey Lawrence,Percent,28.5,0.1492245489337134,False,Success,0.17094017094017094
3,7,Mario Lopez,Percent,28.0,0.1520190621804415,False,Success,0.17094017094017094
3,7,Emmitt Smith,Percent,28.5,0.1787571767756891,False,Success,0.17094017094017094
3,7,Sara Evans,Percent,0.0,0.3515461349376376,False,Success,0.17094017094017094
3,7,Jerry Springer,Percent,23.0,0.02131253595091135,True,Success,0.17094017094017094
3,8,Monique Coleman,Percent,26.5,0.02767473892514563,True,Success,0.07345739471106758
3,8,Joey Lawrence,Percent,27.0,0.1609080944597422,False,Success,0.07345739471106758
3,8,Mario Lopez,Percent,28.5,0.16216638010134954,False,Success,0.07345739471106758
3,8,Emmitt Smith,Percent,27.0,0.2073666426150106,False,Success,0.07345739471106758
3,8,Sara Evans,Percent,0.0,0.4418841438987523,False,Success,0.07345739471106758
3,9,Joey Lawrence,Percent,29.5,0.23900313397584946,False,No Elimination,0.0
3,9,Mario Lopez,Percent,29.5,0.23485971159881192,False,No Elimination,0.0
3,9,Emmitt Smith,Percent,29.5,0.2931151177051755,False,No Elimination,0.0
3,9,Sara Evans,Percent,0.0,0.23302203672016303,False,No Elimination,0.0
3,10,Joey Lawrence,Percent,0.0,0.23900313397584946,False,No Elimination,0.0
3,10,Mario Lopez,Percent,29.666600000000003,0.23485971159881192,False,No Elimination,0.0
3,10,Emmitt Smith,Percent,29.666600000000003,0.2931151177051755,False,No Elimination,0.0
3,10,Sara Evans,Percent,0.0,0.23302203672016303,False,No Elimination,0.0
4,1,John Ratzenberger,Percent,17.0,0.07143654468202347,False,No Elimination,0.0
4,1,Ian Ziering,Percent,21.0,0.08256026691391492,False,No Elimination,0.0
4,1,Clyde Drexler,Percent,16.0,0.10555193263515598,False,No Elimination,0.0
4,1,Laila Ali,Percent,23.0,0.12078776841954672,False,No Elimination,0.0
4,1,Apolo Anton Ohno,Percent,21.0,0.12639582826979717,False,No Elimination,0.0
4,1,Shandi Finnessey,Percent,19.0,0.08756697192578965,False,No Elimination,0.0
4,1,Paulina Porizkova,Percent,19.0,0.07828275206306637,False,No Elimination,0.0
4,1,Heather Mills,Percent,18.0,0.07963372711469884,False,No Elimination,0.0
4,1,Billy Ray Cyrus,Percent,13.0,0.08192276270236393,False,No Elimination,0.0
4,1,Joey Fatone,Percent,24.0,0.09333458966438334,False,No Elimination,0.0
4,1,Leeza Gibbons,Percent,15.0,0.07252685560925963,False,No Elimination,0.0
4,2,John Ratzenberger,Percent,21.0,0.08669139613934326,False,Success,0.1294777729823047
4,2,Ian Ziering,Percent,22.0,0.08863146213834965,False,Success,0.1294777729823047
4,2,Clyde Drexler,Percent,18.0,0.11974544540031284,False,Success,0.1294777729823047
4,2,Laila Ali,Percent,27.0,0.12335121125762626,False,Success,0.1294777729823047
4,2,Apolo Anton Ohno,Percent,26.0,0.11790139880019865,False,Success,0.1294777729823047
4,2,Shandi Finnessey,Percent,20.0,0.09654339934221884,False,Success,0.1294777729823047
4,2,Paulina Porizkova,Percent,21.0,0.0056877913219130225,True,Success,0.1294777729823047
4,2,Heather Mills,Percent,24.0,0.09478298816880053,False,Success,0.1294777729823047
4,2,Billy Ray Cyrus,Percent,21.0,0.08843820686512892,False,Success,0.1294777729823047
4,2,Joey Fatone,Percent,24.0,0.09453572652084942,False,Success,0.1294777729823047
4,2,Leeza Gibbons,Percent,21.0,0.08369097404525881,False,Success,0.1294777729823047
4,3,John Ratzenberger,Percent,20.0,0.0969193591778689,False,Success,0.12239902080783353
4,3,Ian Ziering,Percent,24.0,0.09429660587453575,False,Success,0.12239902080783353
4,3,Clyde Drexler,Percent,16.0,0.1519622859867864,False,Success,0.12239902080783353
4,3,Laila Ali,Percent,21.0,0.12727683428554704,False,Success,0.12239902080783353
4,3,Apolo Anton Ohno,Percent,23.0,0.14857684088486367,False,Success,0.12239902080783353
4,3,Shandi Finnessey,Percent,21.0,0.006898989843812632,True,Success,0.12239902080783353
4,3,Heather Mills,Percent,24.0,0.08722082101062584,False,Success,0.12239902080783353
4,3,Billy Ray Cyrus,Percent,21.0,0.10255403596438213,False,Success,0.12239902080783353
4,3,Joey Fatone,Percent,24.0,0.10176224395945906,False,Success,0.12239902080783353
4,3,Leeza Gibbons,Percent,24.0,0.08253198301211873,False,Success,0.12239902080783353
4,4,John Ratzenberger,Percent,16.0,0.10149165585030652,False,Success,0.30959752321981426
4,4,Ian Ziering,Percent,24.0,0.10360002248400142,False,Success,0.30959752321981426
4,4,Clyde Drexler,Percent,15.0,0.14771414666139604,False,Success,0.30959752321981426
4,4,Laila Ali,Percent,21.0,0.1562071004246259,False,Success,0.30959752321981426
4,4,Apolo Anton Ohno,Percent,26.0,0.16837394138279785,False,Success,0.30959752321981426
4,4,Heather Mills,Percent,23.0,0.09717266814881229,False,Success,0.30959752321981426
4,4,Billy Ray Cyrus,Percent,21.0,0.09736752106713577,False,Success,0.30959752321981426
4,4,Joey Fatone,Percent,28.0,0.11560285434960209,False,Success,0.30959752321981426
4,4,Leeza Gibbons,Percent,16.0,0.012470089631321929,True,Success,0.30959752321981426
4,5,John Ratzenberger,Percent,18.0,0.1239880940812057,False,Success,0.3
4,5,Ian Ziering,Percent,24.0,0.11561984970922037,False,Success,0.3
4,5,Clyde Drexler,Percent,13.0,0.023568447034050085,True,Success,0.3
4,5,Laila Ali,Percent,28.0,0.1706223827397775,False,Success,0.3
4,5,Apolo Anton Ohno,Percent,30.0,0.18863276152772915,False,Success,0.3
4,5,Heather Mills,Percent,21.0,0.1054845771844722,False,Success,0.3
4,5,Billy Ray Cyrus,Percent,17.0,0.12946401446689573,False,Success,0.3
4,5,Joey Fatone,Percent,25.0,0.14261987325664952,False,Success,0.3
4,6,John Ratzenberger,Percent,19.0,0.16498588597112362,False,Success,0.16853932584269662
4,6,Ian Ziering,Percent,24.0,0.13872862388569251,False,Success,0.16853932584269662
4,6,Laila Ali,Percent,28.0,0.18745073642503088,False,Success,0.16853932584269662
4,6,Apolo Anton Ohno,Percent,28.0,0.1767571309791634,False,Success,0.16853932584269662
4,6,Heather Mills,Percent,23.0,0.015631803000286833,True,Success,0.16853932584269662
4,6,Billy Ray Cyrus,Percent,21.0,0.15565939025516506,False,Success,0.16853932584269662
4,6,Joey Fatone,Percent,27.0,0.1607864294835376,False,Success,0.16853932584269662
4,7,John Ratzenberger,Percent,22.5,0.025365528533532637,True,Success,0.32858707557502737
4,7,Ian Ziering,Percent,27.0,0.16089579712092048,False,Success,0.32858707557502737
4,7,Laila Ali,Percent,29.5,0.21836526515593516,False,Success,0.32858707557502737
4,7,Apolo Anton Ohno,Percent,27.0,0.23651252700638323,False,Success,0.32858707557502737
4,7,Billy Ray Cyrus,Percent,19.0,0.20054091297767423,False,Success,0.32858707557502737
4,7,Joey Fatone,Percent,29.5,0.1583199692055544,False,Success,0.32858707557502737
4,8,Ian Ziering,Percent,23.5,0.208367125507655,False,Success,0.45248868778280543
4,8,Laila Ali,Percent,26.5,0.2702519842811025,False,Success,0.45248868778280543
4,8,Apolo Anton Ohno,Percent,29.0,0.26927212076188445,False,Success,0.45248868778280543
4,8,Billy Ray Cyrus,Percent,19.0,0.04473671494048564,True,Success,0.45248868778280543
4,8,Joey Fatone,Percent,27.5,0.2073720545088723,False,Success,0.45248868778280543
4,9,Ian Ziering,Percent,29.0,0.04778705774188675,True,Success,0.3778337531486146
4,9,Laila Ali,Percent,30.0,0.34572014284655445,False,Success,0.3778337531486146
4,9,Apolo Anton Ohno,Percent,29.5,0.3376752955499474,False,Success,0.3778337531486146
4,9,Joey Fatone,Percent,30.0,0.2688175038616115,False,Success,0.3778337531486146
4,10,Laila Ali,Percent,28.333200000000005,0.3547175254072142,False,No Elimination,0.0
4,10,Apolo Anton Ohno,Percent,29.3332,0.37118671875721293,False,No Elimination,0.0
4,10,Joey Fatone,Percent,28.6665,0.27409575583557294,False,No Elimination,0.0
5,1,Cameron Mathison,Percent,21.0,0.09211209894790806,False,Success,0.2918287937743191
5,1,Jane Seymour,Percent,24.0,0.07920504402679009,False,Success,0.2918287937743191
5,1,Sabrina Bryan,Percent,26.0,0.09827118590258785,False,Success,0.2918287937743191
5,1,Jennie Garth,Percent,21.0,0.08649260494768658,False,Success,0.2918287937743191
5,1,Floyd Mayweather Jr. ,Percent,18.0,0.1176403003160301,False,Success,0.2918287937743191
5,1,Josie Maran,Percent,16.0,0.010031235188047287,True,Success,0.2918287937743191
5,1,Albert Reed,Percent,21.0,0.09066683550869027,False,Success,0.2918287937743191
5,1,Helio Castroneves,Percent,25.0,0.08363482390181927,False,Success,0.2918287937743191
5,1,Mel B,Percent,24.0,0.09629275911785867,False,Success,0.2918287937743191
5,1,Wayne Newton,Percent,19.0,0.0747373990084584,False,Success,0.2918287937743191
5,1,Marie Osmond,Percent,21.0,0.09854488683481398,False,Success,0.2918287937743191
5,1,Mark Cuban,Percent,21.0,0.07237082629930926,False,Success,0.2918287937743191
5,2,Cameron Mathison,Percent,21.0,0.0969697663161013,False,Success,0.062434963579604576
5,2,Jane Seymour,Percent,21.0,0.08458456891684718,False,Success,0.062434963579604576
5,2,Sabrina Bryan,Percent,26.0,0.09381667585717576,False,Success,0.062434963579604576
5,2,Jennie Garth,Percent,21.0,0.09595557649593822,False,Success,0.062434963579604576
5,2,Floyd Mayweather Jr. ,Percent,21.0,0.11964759608888144,False,Success,0.062434963579604576
5,2,Albert Reed,Percent,21.0,0.007024787527650502,True,Success,0.062434963579604576
5,2,Helio Castroneves,Percent,27.0,0.08832374748559736,False,Success,0.062434963579604576
5,2,Mel B,Percent,23.0,0.09295338079657049,False,Success,0.062434963579604576
5,2,Wayne Newton,Percent,15.0,0.12157013840002588,False,Success,0.062434963579604576
5,2,Marie Osmond,Percent,24.0,0.08359758799225284,False,Success,0.062434963579604576
5,2,Mark Cuban,Percent,18.0,0.1155561741229589,False,Success,0.062434963579604576
5,3,Cameron Mathison,Percent,23.0,0.11623473576733945,False,Success,0.4098360655737705
5,3,Jane Seymour,Percent,27.0,0.08712046139118988,False,Success,0.4098360655737705
5,3,Sabrina Bryan,Percent,27.0,0.12621140945424217,False,Success,0.4098360655737705
5,3,Jennie Garth,Percent,26.0,0.10703584751795361,False,Success,0.4098360655737705
5,3,Floyd Mayweather Jr. ,Percent,21.0,0.1473140642342185,False,Success,0.4098360655737705
5,3,Helio Castroneves,Percent,24.0,0.09602436049376327,False,Success,0.4098360655737705
5,3,Mel B,Percent,27.0,0.11274767133970305,False,Success,0.4098360655737705
5,3,Wayne Newton,Percent,18.0,0.01265489249876799,True,Success,0.4098360655737705
5,3,Marie Osmond,Percent,26.0,0.10980216195506894,False,Success,0.4098360655737705
5,3,Mark Cuban,Percent,20.0,0.08485439534775312,False,Success,0.4098360655737705
5,4,Cameron Mathison,Percent,27.0,0.11395922342123659,False,Success,0.08818342151675485
5,4,Jane Seymour,Percent,26.0,0.10836169850401536,False,Success,0.08818342151675485
5,4,Sabrina Bryan,Percent,30.0,0.13789231431913623,False,Success,0.08818342151675485
5,4,Jennie Garth,Percent,27.0,0.11008602735923265,False,Success,0.08818342151675485
5,4,Floyd Mayweather Jr. ,Percent,23.0,0.014509454977412484,True,Success,0.08818342151675485
5,4,Helio Castroneves,Percent,27.0,0.12333841013164348,False,Success,0.08818342151675485
5,4,Mel B,Percent,26.0,0.1408834887471206,False,Success,0.08818342151675485
5,4,Marie Osmond,Percent,26.0,0.1151769873617985,False,Success,0.08818342151675485
5,4,Mark Cuban,Percent,22.0,0.13579239517840389,False,Success,0.08818342151675485
5,5,Cameron Mathison,Percent,26.0,0.14685970762507197,False,Success,0.27149321266968324
5,5,Jane Seymour,Percent,26.0,0.11962565159337082,False,Success,0.27149321266968324
5,5,Sabrina Bryan,Percent,28.0,0.15348765448014182,False,Success,0.27149321266968324
5,5,Jennie Garth,Percent,25.0,0.12196317229163497,False,Success,0.27149321266968324
5,5,Helio Castroneves,Percent,23.0,0.1568930739015576,False,Success,0.27149321266968324
5,5,Mel B,Percent,29.0,0.16084258049591263,False,Success,0.27149321266968324
5,5,Marie Osmond,Percent,21.0,0.12761747160848763,False,Success,0.27149321266968324
5,5,Mark Cuban,Percent,21.0,0.012710688003822742,True,Success,0.27149321266968324
5,6,Cameron Mathison,Percent,25.0,0.16111472613087358,False,Success,0.10351966873706005
5,6,Jane Seymour,Percent,22.0,0.18264490618887672,False,Success,0.10351966873706005
5,6,Sabrina Bryan,Percent,25.0,0.01795990412524138,True,Success,0.10351966873706005
5,6,Jennie Garth,Percent,27.0,0.1486469789787479,False,Success,0.10351966873706005
5,6,Helio Castroneves,Percent,28.0,0.1447276845745036,False,Success,0.10351966873706005
5,6,Mel B,Percent,30.0,0.16362240843720077,False,Success,0.10351966873706005
5,6,Marie Osmond,Percent,23.0,0.1812833915645564,False,Success,0.10351966873706005
5,7,Cameron Mathison,Percent,25.5,0.18302647684019788,False,Success,0.24937655860349128
5,7,Jane Seymour,Percent,25.0,0.01782352441157515,True,Success,0.24937655860349128
5,7,Jennie Garth,Percent,26.5,0.1958583616309111,False,Success,0.24937655860349128
5,7,Helio Castroneves,Percent,26.0,0.20056978819566776,False,Success,0.24937655860349128
5,7,Mel B,Percent,27.0,0.20674687132360245,False,Success,0.24937655860349128
5,7,Marie Osmond,Percent,26.0,0.19597497759804577,False,Success,0.24937655860349128
5,8,Cameron Mathison,Percent,25.5,0.031839742639123196,True,Success,0.22953328232593725
5,8,Jennie Garth,Percent,25.0,0.2837874837141097,False,Success,0.22953328232593725
5,8,Helio Castroneves,Percent,28.5,0.2183758808398637,False,Success,0.22953328232593725
5,8,Mel B,Percent,28.0,0.2295750689284729,False,Success,0.22953328232593725
5,8,Marie Osmond,Percent,24.5,0.23642182387843078,False,Success,0.22953328232593725
5,9,Jennie Garth,Percent,29.0,0.05234121776762269,True,Success,0.2564102564102564
5,9,Helio Castroneves,Percent,30.0,0.3246973261013143,False,Success,0.2564102564102564
5,9,Mel B,Percent,30.0,0.30377707027113166,False,Success,0.2564102564102564
5,9,Marie Osmond,Percent,28.0,0.31918438585993186,False,Success,0.2564102564102564
5,10,Helio Castroneves,Percent,27.999900000000004,0.32933912814596283,False,No Elimination,0.0
5,10,Mel B,Percent,28.333199999999998,0.35710810120165276,False,No Elimination,0.0
5,10,Marie Osmond,Percent,23.0,0.3135527706523845,False,No Elimination,0.0
6,1,Cristian de la Fuente,Percent,21.0,0.08127420732544298,False,No Elimination,0.0
6,1,Steve Guttenberg,Percent,18.0,0.07141278726602396,False,No Elimination,0.0
6,1,Priscilla Presley,Percent,24.0,0.06398449432512146,False,No Elimination,0.0
6,1,Marlee Matlin,Percent,22.0,0.075831095907248,False,No Elimination,0.0
6,1,Shannon Elizabeth,Percent,21.0,0.08127420732544298,False,No Elimination,0.0
6,1,Marissa Jaret Winokur,Percent,18.0,0.08056976807226697,False,No Elimination,0.0
6,1,Jason Taylor,Percent,22.0,0.10700351772397775,False,No Elimination,0.0
6,1,Kristi Yamaguchi,Percent,27.0,0.10415074204292657,False,No Elimination,0.0
6,1,Monica Seles,Percent,15.0,0.10604306755481703,False,No Elimination,0.0
6,1,Penn Jillette,Percent,16.0,0.06495634104746353,False,No Elimination,0.0
6,1,Adam Carolla,Percent,15.0,0.07068593336863609,False,No Elimination,0.0
6,1,Mario,Percent,24.0,0.09281383804063266,False,No Elimination,0.0
6,2,Cristian de la Fuente,Percent,20.0,0.08562893807437796,False,Success,0.398406374501992
6,2,Steve Guttenberg,Percent,16.0,0.09579344804560018,False,Success,0.398406374501992
6,2,Priscilla Presley,Percent,21.0,0.06937641080184336,False,Success,0.398406374501992
6,2,Marlee Matlin,Percent,24.0,0.08054099861390115,False,Success,0.398406374501992
6,2,Shannon Elizabeth,Percent,24.0,0.08341123192005515,False,Success,0.398406374501992
6,2,Marissa Jaret Winokur,Percent,21.0,0.08738080546453121,False,Success,0.398406374501992
6,2,Jason Taylor,Percent,27.0,0.10919236273445598,False,Success,0.398406374501992
6,2,Kristi Yamaguchi,Percent,27.0,0.10755625852216717,False,Success,0.398406374501992
6,2,Monica Seles,Percent,15.0,0.079652873229259,True,Success,0.398406374501992
6,2,Penn Jillette,Percent,17.0,0.03436837381265431,True,Success,0.398406374501992
6,2,Adam Carolla,Percent,19.0,0.08190440568721259,False,Success,0.398406374501992
6,2,Mario,Percent,26.0,0.08519389309394208,False,Success,0.398406374501992
6,3,Cristian de la Fuente,Percent,25.0,0.10969039557371953,False,Success,0.18633540372670807
